PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Salutation,NumRelatives,HasFamily,LastNameOccurance,TicketOccurance,IsBritish,TransformedCabinDeck,BoardedAtSouthamption,BoardedAtQueenstown,BoardedAtCherbourg,IsAlone,AgeLogFare,YouthFamilyScore
260,1,1,1,50.0,0,1,26.0,3,1,1,1,2,1,,1,0,0,0,171.6993602242573,55.0
261,0,0,0,28.53109013092922,0,0,7.75,0,0,0,4,1,1,,0,1,0,1,,
262,1,0,0,3.0,4,2,31.3875,1,6,1,4,4,0,,1,0,0,0,10.782675927215225,23.0
263,0,2,0,52.0,1,1,79.65,0,2,1,3,3,0,4.0,1,0,0,0,230.8033056461155,109.0
264,0,2,0,40.0,0,0,0.0,0,0,0,1,1,1,1.0,1,0,0,1,64.37751649736401,5.0
265,0,0,1,25.748149883123993,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,,
266,0,1,0,36.0,0,0,10.5,0,0,0,1,1,1,,1,0,0,1,98.67024086130724,5.0
267,0,0,0,16.0,4,1,39.6875,0,5,1,6,6,0,,1,0,0,0,60.79510112726762,85.0
268,1,0,0,25.0,1,0,7.775,0,1,1,1,1,1,,1,0,0,0,63.6872534022442,30.0
269,1,2,1,58.0,0,1,153.4625,3,1,1,3,3,1,2.0,1,0,0,0,293.80004239136105,63.0
270,1,2,1,35.0,0,0,135.6333,2,0,0,1,3,0,2.0,1,0,0,1,173.11545277037075,5.0
271,0,2,0,28.894024430569292,0,0,31.0,0,0,0,1,2,1,,1,0,0,1,,
272,1,0,0,25.0,0,0,0.0,0,0,0,1,4,0,,1,0,0,1,40.23594781085251,5.0
273,1,1,1,41.0,0,1,19.5,3,1,1,2,2,0,,1,0,0,0,131.14559781957794,46.0
274,0,2,0,37.0,0,1,29.7,0,1,1,1,1,0,2.0,0,0,1,0,131.2293684172541,42.0
275,1,0,1,27.88234311340355,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,,
276,1,2,1,63.0,1,0,77.9583,2,1,1,2,3,1,3.0,1,0,0,0,278.35529853020614,68.0
277,0,0,1,45.0,0,0,7.75,2,0,0,1,1,0,,1,0,0,1,114.54890722219957,5.0
278,0,1,0,27.65983072062505,0,0,0.0,0,0,0,1,3,1,,1,0,0,1,,
279,0,0,0,7.0,4,1,29.125,1,5,1,5,5,1,,0,1,0,0,24.710211774535868,40.0
280,1,0,1,35.0,1,1,20.25,3,2,1,2,2,1,,1,0,0,0,113.00891545024791,75.0
281,0,0,0,65.0,0,0,7.75,0,0,0,1,1,0,,0,1,0,1,165.45953265428827,5.0
282,0,0,0,28.0,0,0,7.8542,0,0,0,2,1,1,,1,0,0,1,71.50277697323608,5.0
283,0,0,0,16.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,42.78637839082446,5.0
284,1,0,0,19.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,48.80697454160534,5.0
285,0,2,0,31.08839955406678,0,0,26.0,0,0,0,4,1,1,0.0,1,0,0,1,,
286,0,0,0,33.0,0,0,8.6625,0,0,0,1,1,0,,0,0,1,1,86.28361016558767,5.0
287,1,0,0,30.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,80.22445948279587,5.0
288,0,0,0,22.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,56.251836893101256,5.0
289,1,1,0,42.0,0,0,13.0,0,0,0,1,1,0,,1,0,0,1,121.39561383163891,5.0
290,1,0,1,22.0,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,56.00168797529757,5.0
291,1,2,1,26.0,0,0,78.85,2,0,0,1,2,1,,1,0,0,1,115.15476669499967,5.0
292,1,2,1,19.0,1,0,91.0792,3,1,1,2,2,1,1.0,0,0,1,0,86.73828417550546,24.0
293,0,1,0,36.0,0,0,12.875,0,0,0,1,1,1,3.0,0,0,1,1,103.80251118888256,5.0
294,0,0,1,24.0,0,0,8.85,2,0,0,1,1,1,,1,0,0,1,63.07884558320035,5.0
295,0,0,0,24.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,61.365640247019556,5.0
296,0,2,0,29.837179354980222,0,0,27.7208,0,0,0,1,1,0,,0,0,1,1,,
297,0,0,0,23.5,0,0,7.2292,0,0,0,1,1,0,,0,0,1,1,58.83992356405201,5.0
298,0,2,1,2.0,1,2,151.55,2,3,1,3,4,1,2.0,1,0,0,0,10.10675089554483,11.0
299,1,2,0,29.521507785110202,0,0,30.5,0,0,0,1,1,1,2.0,1,0,0,1,,
300,1,2,1,50.0,0,1,247.5208,3,1,1,2,2,1,1.0,0,0,1,0,276.5746810780151,55.0
301,1,0,1,27.298252623915133,0,0,7.75,2,0,0,4,1,1,,0,1,0,1,,
302,1,0,0,26.6010368425528,2,0,23.25,0,2,1,2,2,1,,0,1,0,0,,
303,0,0,0,19.0,0,0,0.0,0,0,0,6,4,1,,1,0,0,1,30.579320336247907,5.0
304,1,1,1,27.161487727443628,0,0,12.35,2,0,0,2,1,1,4.0,0,1,0,1,,
305,0,0,0,28.91632129589854,0,0,8.05,0,0,0,4,1,1,,1,0,0,1,,
306,1,2,0,0.92,1,2,151.55,1,3,1,3,4,1,2.0,1,0,0,0,4.649105411950622,7.76
307,1,2,1,29.621418523716635,0,0,110.8833,2,0,0,1,4,1,,0,0,1,1,,
308,1,2,1,17.0,1,0,108.9,3,1,1,2,2,0,2.0,0,0,1,0,80.50045479770333,22.0
309,0,1,0,30.0,1,0,24.0,0,1,1,2,2,1,,0,0,1,0,101.01887489959422,35.0
310,1,2,1,30.0,0,0,56.9292,2,0,0,1,2,0,4.0,0,0,1,1,123.77975391168309,5.0
311,1,2,1,24.0,0,0,83.1583,2,0,0,2,2,1,2.0,0,0,1,1,107.49921749033007,5.0
312,1,2,1,18.0,2,2,262.375,2,4,1,2,2,0,1.0,0,0,1,0,100.59573901324626,77.0
313,0,1,1,26.0,1,1,26.0,3,2,1,1,1,0,,1,0,0,0,89.2836673166138,57.0
314,0,0,0,28.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,71.59324695485614,5.0
315,0,1,0,43.0,1,1,26.25,0,2,1,4,3,1,,1,0,0,0,148.00683317584367,91.0
316,1,0,1,26.0,0,0,7.8542,2,0,0,1,1,0,,1,0,0,1,66.39543576086209,5.0
317,1,1,1,24.0,1,0,26.0,3,1,1,2,2,0,,1,0,0,0,82.41569290764352,29.0
318,0,1,0,54.0,0,0,14.0,1,0,0,1,1,0,,1,0,0,1,158.99970487498777,5.0
319,1,2,1,31.0,0,2,164.8667,2,2,1,2,2,1,2.0,1,0,0,0,159.18543436648707,67.0
320,1,2,1,40.0,1,1,134.5,3,2,1,1,2,0,4.0,0,0,1,0,197.5225840504568,85.0
321,0,0,0,22.0,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,55.121570613796194,5.0
322,0,0,0,27.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,69.036345277897,5.0
323,1,1,1,30.0,0,0,12.35,2,0,0,1,1,0,,0,1,0,1,85.60777519178605,5.0
324,1,1,1,22.0,1,1,29.0,3,2,1,2,2,1,,1,0,0,0,77.57993154155555,49.0
325,0,0,0,26.78490881548844,8,2,69.55,0,10,1,7,7,1,,1,0,0,0,,
326,1,2,1,36.0,0,0,135.6333,2,0,0,1,3,1,2.0,0,0,1,1,178.0616085638099,5.0
327,0,0,0,61.0,0,0,6.2375,0,0,0,1,1,0,,1,0,0,1,147.57464038766207,5.0
328,1,1,1,36.0,0,0,13.0,3,0,0,1,1,1,3.0,1,0,0,1,104.05338328426193,5.0
329,1,0,1,31.0,1,1,20.525,3,2,1,3,3,1,,1,0,0,0,100.4294092855726,67.0
330,1,2,1,16.0,0,1,57.9792,2,1,1,2,2,0,1.0,0,0,1,0,66.2848722103517,21.0
331,1,0,1,29.70748850892007,2,0,23.25,2,2,1,2,2,1,,0,1,0,0,,
332,0,2,0,45.5,0,0,28.5,0,0,0,1,1,0,2.0,1,0,0,1,159.77531746681146,5.0
333,0,2,0,38.0,0,1,153.4625,0,1,1,3,3,1,2.0,1,0,0,0,192.48968294606414,43.0
334,0,0,0,16.0,2,0,18.0,0,2,1,3,2,0,,1,0,0,0,50.167907454866395,37.0
335,1,2,1,30.79899886418882,1,0,133.65,3,1,1,2,2,0,,1,0,0,0,,
336,0,0,0,30.089086839674074,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,,
337,0,2,0,29.0,1,0,66.6,0,1,1,2,2,1,2.0,1,0,0,0,123.86175714503139,34.0
338,1,2,1,41.0,0,0,134.5,2,0,0,1,2,1,4.0,0,0,1,1,202.46064865171823,5.0
339,1,0,0,45.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,115.59546601959161,5.0
340,0,2,0,45.0,0,0,35.5,0,0,0,1,1,1,19.0,1,0,0,1,166.5585888350622,5.0
341,1,1,0,2.0,1,1,26.0,1,2,1,3,3,0,5.0,1,0,0,0,6.8679744089702925,9.0
342,1,2,1,24.0,3,2,263.0,2,5,1,4,4,1,2.0,1,0,0,0,134.18368753226056,125.0
343,0,1,0,28.0,0,0,13.0,0,0,0,1,1,0,,1,0,0,1,80.9304092210926,5.0
344,0,1,0,25.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,72.25929394740412,5.0
345,0,1,0,36.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,104.05338328426193,5.0
346,1,1,1,24.0,0,0,13.0,2,0,0,4,1,1,5.0,1,0,0,1,69.36892218950794,5.0
347,1,1,1,40.0,0,0,13.0,2,0,0,4,1,1,,1,0,0,1,115.61487031584659,5.0
348,1,0,1,29.26819062954961,1,0,16.1,3,1,1,1,1,1,,1,0,0,0,,
349,1,0,0,3.0,1,1,15.9,1,2,1,2,2,1,,1,0,0,0,9.119247476912296,11.0
350,0,0,0,42.0,0,0,8.6625,0,0,0,1,1,0,,1,0,0,1,109.81550384711159,5.0
351,0,0,0,23.0,0,0,9.225,0,0,0,1,1,0,,1,0,0,1,61.06502254028508,5.0
352,0,2,0,28.126694772653995,0,0,35.0,0,0,0,1,1,1,2.0,1,0,0,1,,
353,0,0,0,15.0,1,1,7.2292,0,2,1,3,1,1,,0,0,1,0,37.55739801960767,35.0
354,0,0,0,25.0,1,0,17.8,0,1,1,2,2,1,,1,0,0,0,78.16901339900988,30.0
355,0,0,0,28.969685912736587,0,0,7.225,0,0,0,1,1,0,,0,0,1,1,,
356,0,0,0,28.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,74.87616218394281,5.0
357,1,2,1,22.0,0,1,55.0,2,1,1,1,2,1,4.0,1,0,0,0,90.07558036888621,27.0
358,0,1,1,38.0,0,0,13.0,2,0,0,1,1,1,,1,0,0,1,109.83412680005425,5.0
359,1,0,1,26.082857447572643,0,0,7.8792,2,0,0,1,1,1,,0,1,0,1,,
360,1,0,1,28.580641419780594,0,0,7.8792,2,0,0,1,1,1,,0,1,0,1,,
361,0,0,0,40.0,1,4,27.9,0,5,1,6,6,0,,1,0,0,0,139.73890631085305,205.0
362,0,1,0,29.0,1,0,27.7208,0,1,1,1,1,0,,0,0,1,0,101.15231787808871,34.0
363,0,0,1,45.0,0,1,14.4542,3,1,1,2,2,0,,0,0,1,0,133.56283432754148,50.0
364,0,0,0,35.0,0,0,7.05,0,0,0,1,1,0,,1,0,0,1,87.11726309778324,5.0
365,0,0,0,28.822902899716418,1,0,15.5,0,1,1,3,2,1,,0,1,0,0,,
366,0,0,0,30.0,0,0,7.25,0,0,0,1,1,0,,1,0,0,1,75.16577810972208,5.0
367,1,2,1,60.0,1,0,75.25,3,1,1,1,1,1,3.0,0,0,1,0,263.1088057206075,65.0
368,1,0,1,28.905934674514597,0,0,7.2292,3,0,0,1,1,0,,0,0,1,1,,
369,1,0,1,27.76681976236749,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,,
370,1,2,1,24.0,0,0,69.3,0,0,0,1,2,0,1.0,0,0,1,1,103.39466284136913,5.0
371,1,2,0,25.0,1,0,55.4417,0,1,1,1,1,1,4.0,0,0,1,0,102.54198160192867,30.0
372,0,0,0,18.0,1,0,6.4958,0,1,1,1,1,0,,1,0,0,0,43.95567152285615,23.0
373,0,0,0,19.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,48.80697454160534,5.0
374,0,2,0,22.0,0,0,135.6333,0,0,0,1,3,0,,0,0,1,1,108.81542745566162,5.0
375,0,0,1,3.0,3,1,21.075,2,4,1,4,4,0,,1,0,0,0,9.782931002660508,17.0
376,1,2,1,29.38922337541593,1,0,82.1708,3,1,1,3,2,1,,0,0,1,0,,
377,1,0,1,22.0,0,0,7.25,2,0,0,1,1,0,,1,0,0,1,55.121570613796194,5.0
378,0,2,0,27.0,0,2,211.5,0,2,1,1,1,0,2.0,0,0,1,0,145.1949447809487,59.0
379,0,0,0,20.0,0,0,4.0125,0,0,0,1,1,0,,0,0,1,1,43.97225005222134,5.0
380,0,0,0,19.0,0,0,7.775,0,0,0,4,1,0,,1,0,0,1,48.402312585705594,5.0
381,1,2,1,42.0,0,0,227.525,2,0,0,1,4,1,,0,0,1,1,228.8579053373983,5.0
382,1,0,1,1.0,0,2,15.7417,2,2,1,2,2,0,,0,0,1,0,3.0321461666553677,7.0
383,0,0,0,32.0,0,0,7.925,0,0,0,1,1,0,,1,0,0,1,81.89322945262377,5.0
384,1,2,1,35.0,1,0,52.0,3,1,1,2,2,0,,1,0,0,0,141.50679437420925,40.0
385,0,0,0,28.595187156250258,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,,
386,0,1,0,18.0,0,0,73.5,0,0,0,3,5,1,,1,0,0,1,78.53577524619054,5.0
387,0,0,0,1.0,5,2,46.9,1,7,1,6,6,1,,1,0,0,0,3.949318790171843,12.0
388,1,1,1,36.0,0,0,13.0,2,0,0,1,1,1,,1,0,0,1,104.05338328426193,5.0
389,0,0,0,28.462663246510036,0,0,7.7292,0,0,0,1,1,0,,0,1,0,1,,
390,1,1,1,17.0,0,0,12.0,2,0,0,1,1,1,,0,0,1,1,48.16462684895568,5.0
391,1,2,0,36.0,1,2,120.0,0,3,1,6,4,1,1.0,1,0,0,0,173.81929454288286,113.0
392,1,0,0,21.0,0,0,7.7958,0,0,0,1,1,1,,1,0,0,1,53.53145683369648,5.0
393,0,0,0,28.0,2,0,7.925,0,2,1,4,1,0,,1,0,0,0,71.6565757710458,61.0
394,1,2,1,23.0,1,0,113.275,2,1,1,3,3,1,3.0,0,0,1,0,109.77928569489588,28.0
395,1,0,1,24.0,0,2,16.7,3,2,1,2,2,0,6.0,1,0,0,0,73.85549425311393,53.0
396,0,0,0,22.0,0,0,7.7958,0,0,0,3,1,1,,1,0,0,1,56.080573825777265,5.0
397,0,0,1,31.0,0,0,7.8542,2,0,0,2,1,0,,1,0,0,1,79.1637887917971,5.0
398,0,1,0,46.0,0,0,26.0,0,0,0,1,2,1,,1,0,0,1,157.96341140631674,5.0
399,0,1,0,23.0,0,0,10.5,1,0,0,1,1,1,,1,0,0,1,63.03932055027962,5.0
400,1,1,1,28.0,0,0,12.65,3,0,0,1,1,1,,1,0,0,1,80.38060193462056,5.0
401,1,0,0,39.0,0,0,7.925,0,0,0,1,1,0,,1,0,0,1,99.80737339538523,5.0
402,0,0,0,26.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,66.78849147798627,5.0
403,0,0,1,21.0,1,0,9.825,2,1,1,3,1,0,,1,0,0,0,56.62261384255957,26.0
404,0,0,0,28.0,1,0,15.85,0,1,1,2,2,0,,1,0,0,0,85.0459105508547,33.0
405,0,0,1,20.0,0,0,8.6625,2,0,0,2,1,0,,1,0,0,1,52.293097070053136,5.0
406,0,1,0,34.0,1,0,21.0,0,1,1,1,1,1,,1,0,0,0,110.7752822927304,39.0
407,0,0,0,51.0,0,0,7.75,0,0,0,1,1,0,,1,0,0,1,129.8220948518262,5.0
408,1,1,0,3.0,1,1,18.75,1,2,1,3,3,1,,1,0,0,0,9.50274759144195,11.0
409,0,0,0,21.0,0,0,7.775,0,0,0,1,1,0,,1,0,0,1,53.49729285788513,5.0
410,0,0,1,27.202307845937362,3,1,25.4667,2,4,1,4,4,0,,1,0,0,0,,
411,0,0,0,27.963944181316023,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,,
412,0,0,0,26.704207659767345,0,0,6.8583,0,0,0,4,1,1,,0,1,0,1,,
413,1,2,1,33.0,1,0,90.0,2,1,1,2,2,0,2.0,0,1,0,0,150.27793742281784,38.0
414,0,1,0,28.561340686262156,0,0,0.0,0,0,0,1,3,1,,1,0,0,1,,
415,1,0,0,44.0,0,0,7.925,0,0,0,1,1,1,,1,0,0,1,112.60319049735769,5.0
416,0,0,1,31.58712619728556,0,0,8.05,3,0,0,1,1,1,,1,0,0,1,,
417,1,1,1,34.0,1,1,32.5,3,2,1,1,1,1,,1,0,0,0,123.22759172119642,73.0
418,1,1,1,18.0,0,2,13.0,2,2,1,1,1,0,,1,0,0,0,52.02669164213096,41.0
419,0,1,0,30.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,86.71115273688494,5.0
420,0,0,1,10.0,0,2,24.15,2,2,1,3,3,0,,1,0,0,0,33.72454912796501,25.0
421,0,0,0,28.805608303762227,0,0,7.8958,0,0,0,1,1,0,,0,0,1,1,,
422,0,0,0,21.0,0,0,7.7333,0,0,0,1,1,1,,0,1,0,1,53.42863279193887,5.0
423,0,0,0,29.0,0,0,7.875,0,0,0,1,1,1,,1,0,0,1,74.1033359499442,5.0
424,0,0,1,28.0,1,1,14.4,3,2,1,2,2,0,,1,0,0,0,83.0276458499399,61.0
425,0,0,0,18.0,1,1,20.2125,0,2,1,2,2,0,,1,0,0,0,58.09211825904595,41.0
426,0,0,0,28.76057552443805,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,,
427,1,1,1,28.0,1,0,26.0,3,1,1,1,1,1,,1,0,0,0,96.1516417255841,33.0
428,1,1,1,19.0,0,0,26.0,2,0,0,1,2,1,,1,0,0,1,65.24575688521777,5.0
429,0,0,0,32.02365056150661,0,0,7.75,0,0,0,3,1,1,,0,1,0,1,,
430,1,0,0,32.0,0,0,8.05,0,0,0,1,1,1,4.0,1,0,0,1,82.20122028059848,5.0
431,1,2,0,28.0,0,0,26.55,0,0,0,1,1,0,2.0,1,0,0,1,96.64406049164222,5.0
432,1,0,1,29.66242989650148,1,0,16.1,3,1,1,2,2,1,,1,0,0,0,,
433,1,1,1,42.0,1,0,26.0,3,1,1,1,1,1,,1,0,0,0,144.22746258837614,47.0
434,0,0,0,17.0,0,0,7.125,0,0,0,1,1,0,,1,0,0,1,42.4195804260003,5.0
435,0,2,0,50.0,1,0,55.9,0,1,1,2,2,1,4.0,1,0,0,0,205.46165873579255,55.0
436,1,2,1,14.0,1,2,120.0,2,3,1,6,4,1,1.0,1,0,0,0,67.59639232223222,47.0
437,0,0,1,21.0,2,2,34.375,2,4,1,4,4,1,,1,0,0,0,77.13575304006174,89.0
438,1,1,1,24.0,2,3,18.75,3,5,1,3,3,1,,1,0,0,0,76.0219807315356,125.0
439,0,2,0,64.0,1,4,263.0,0,5,1,4,4,1,2.0,1,0,0,0,357.8231667526948,325.0
440,0,1,0,31.0,0,0,10.5,0,0,0,1,1,0,,1,0,0,1,84.96604074168123,5.0
441,1,1,1,45.0,1,1,26.25,3,2,1,4,3,1,,1,0,0,0,154.89087192820847,95.0
442,0,0,0,20.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,53.48297298853058,5.0
443,0,0,0,25.0,1,0,7.775,0,1,1,1,1,1,,1,0,0,0,63.6872534022442,30.0
444,1,1,1,28.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,80.9304092210926,5.0
445,1,0,0,28.560750720660018,0,0,8.1125,0,0,0,1,1,0,,1,0,0,1,,
446,1,2,0,4.0,0,2,81.8583,1,2,1,1,1,1,0.0,1,0,0,0,17.857112220762133,13.0
447,1,1,1,13.0,0,1,19.5,2,1,1,2,2,0,,1,0,0,0,41.58275052815886,18.0
448,1,2,0,34.0,0,0,26.55,0,0,0,1,1,1,,1,0,0,1,117.35350202556556,5.0
449,1,0,1,5.0,2,1,19.2583,2,3,1,4,4,0,,0,0,1,0,15.943794134321925,20.0
450,1,2,0,52.0,0,0,30.5,0,0,0,1,1,0,2.0,1,0,0,1,185.61570021703125,5.0
451,0,1,0,36.0,1,2,27.75,0,3,1,3,3,1,,1,0,0,0,125.6005066349254,113.0
452,0,0,0,29.803329221984523,1,0,19.9667,0,1,1,2,1,0,,1,0,0,0,,
453,0,2,0,30.0,0,0,27.75,0,0,0,1,1,1,2.0,0,0,1,1,104.66708886243782,5.0
454,1,2,0,49.0,1,0,89.1042,0,1,1,2,2,1,2.0,0,0,1,0,222.67573126923855,54.0
455,0,0,0,26.46374468738908,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,,
456,1,0,0,29.0,0,0,7.8958,0,0,0,1,1,0,,0,0,1,1,74.1501486318153,5.0
457,0,2,0,65.0,0,0,26.55,0,0,0,1,1,1,4.0,1,0,0,1,224.35228328416946,5.0
458,1,2,1,30.715175655857436,1,0,51.8625,3,1,1,1,1,1,3.0,1,0,0,0,,
459,1,1,1,50.0,0,0,10.5,2,0,0,1,1,1,,1,0,0,1,137.04200119626003,5.0
460,0,0,0,29.13605206384209,0,0,7.75,0,0,0,1,1,1,,0,1,0,1,,
461,1,2,0,48.0,0,0,26.55,0,0,0,1,1,1,4.0,1,0,0,1,165.67553227138666,5.0
462,0,0,0,34.0,0,0,8.05,0,0,0,2,1,1,,1,0,0,1,87.33879654813589,5.0
463,0,2,0,47.0,0,0,38.5,0,0,0,1,1,1,4.0,1,0,0,1,177.319764090448,5.0
464,0,1,0,48.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,138.73784437901588,5.0
465,0,0,0,30.087371680845404,0,0,8.05,0,0,0,1,1,0,,1,0,0,1,,
466,0,0,0,38.0,0,0,7.05,0,0,0,1,1,1,,1,0,0,1,94.58445707759323,5.0
467,0,1,0,29.2168285746939,0,0,0.0,0,0,0,1,3,1,,1,0,0,1,,
468,0,2,0,56.0,0,0,26.55,0,0,0,1,1,1,,1,0,0,1,193.28812098328444,5.0
469,0,0,0,27.796196623000935,0,0,7.725,0,0,0,1,1,1,,0,1,0,1,,
470,1,0,1,0.75,2,1,19.2583,2,3,1,4,4,0,,0,0,1,0,2.3915691201482887,7.25
471,0,0,0,29.480684709524144,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,,
472,0,0,0,38.0,0,0,8.6625,0,0,0,2,1,0,,1,0,0,1,99.35688443310096,5.0
473,1,1,1,33.0,1,2,27.75,3,3,1,3,3,1,,1,0,0,0,115.1337977486816,104.0
474,1,1,1,23.0,0,0,13.7917,3,0,0,1,1,0,3.0,0,0,1,1,67.46855150874883,5.0
475,0,0,1,22.0,0,0,9.8375,2,0,0,1,1,0,,1,0,0,1,59.337470718587305,5.0
476,0,2,0,29.25843615312267,0,0,52.0,0,0,0,1,2,1,0.0,1,0,0,1,,
477,0,1,0,34.0,1,0,21.0,0,1,1,2,2,1,,1,0,0,0,110.7752822927304,39.0
478,0,0,0,29.0,1,0,7.0458,0,1,1,2,1,1,,1,0,0,0,72.17276549239648,34.0
479,0,0,0,22.0,0,0,7.5208,0,0,0,1,1,0,,1,0,0,1,55.602607750671424,5.0
480,1,0,1,2.0,0,1,12.2875,2,1,1,1,1,0,,1,0,0,0,5.699967393981753,7.0
481,0,0,0,9.0,5,2,46.9,1,7,1,6,6,1,,1,0,0,0,35.543869111546584,68.0
482,0,1,0,28.150300413167397,0,0,0.0,0,0,0,1,1,1,,1,0,0,1,,
483,0,0,0,50.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,128.43940668843513,5.0
484,1,0,1,63.0,0,0,9.5875,3,0,0,1,1,0,,1,0,0,1,168.85039484959847,5.0
485,1,2,0,25.0,1,0,91.0792,0,1,1,2,2,1,1.0,0,0,1,0,114.12932128355982,30.0
486,0,0,1,29.819581494685412,3,1,25.4667,2,4,1,4,4,0,,1,0,0,0,,
487,1,2,1,35.0,1,0,90.0,3,1,1,3,2,1,2.0,1,0,0,0,159.38569120601892,40.0
488,0,2,0,58.0,0,0,29.7,0,0,0,1,1,1,1.0,0,0,1,1,205.71090184326317,5.0
489,0,0,0,30.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,77.06364401306107,5.0
490,1,0,0,9.0,1,1,15.9,1,2,1,2,2,1,,1,0,0,0,27.357742430736884,23.0
491,0,0,0,30.268749878036715,1,0,19.9667,0,1,1,2,1,0,,1,0,0,0,,
492,0,0,0,21.0,0,0,7.25,0,0,0,1,1,0,,1,0,0,1,52.61604467680546,5.0
493,0,2,0,55.0,0,0,30.5,0,0,0,1,1,1,2.0,1,0,0,1,196.32429830647536,5.0
494,0,2,0,71.0,0,0,49.5042,0,0,0,1,1,0,,0,0,1,1,283.87772116732623,5.0
495,0,0,0,21.0,0,0,8.05,0,0,0,2,1,1,,1,0,0,1,53.944550809142754,5.0
496,0,0,0,28.303965515452063,0,0,14.4583,0,0,0,1,2,0,,0,0,1,1,,
497,1,2,1,54.0,1,0,78.2667,2,1,1,1,2,1,3.0,0,0,1,0,238.79063030455137,59.0
498,0,0,0,28.997381841224936,0,0,15.1,0,0,0,1,1,1,,1,0,0,1,,
499,0,2,1,25.0,1,2,151.55,3,3,1,3,4,1,2.0,1,0,0,0,126.33438619431037,80.0
500,0,0,0,24.0,0,0,7.7958,0,0,0,2,1,1,,1,0,0,1,61.17880780993883,5.0
501,0,0,0,17.0,0,0,8.6625,0,0,0,2,1,0,,1,0,0,1,44.449132509545166,5.0
502,0,0,1,21.0,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,53.45615670369313,5.0
503,0,0,1,29.90136189082837,0,0,7.6292,2,0,0,1,1,1,,0,1,0,1,,
504,0,0,1,37.0,0,0,9.5875,2,0,0,1,1,0,,1,0,0,1,99.16610491166895,5.0
505,1,2,1,16.0,0,0,86.5,2,0,0,1,3,1,1.0,1,0,0,1,72.26142355650362,5.0
506,0,2,0,18.0,1,0,108.9,0,1,1,2,2,0,2.0,0,0,1,0,85.23577566815646,23.0
507,1,1,1,33.0,0,2,26.0,3,2,1,2,2,1,,1,0,0,0,113.32157774800983,71.0
508,1,2,0,28.202838736781896,0,0,26.55,0,0,0,1,1,1,,1,0,0,1,,
509,0,0,0,28.0,0,0,22.525,0,0,0,3,1,1,,1,0,0,1,92.82265111304481,5.0
510,1,0,0,26.0,0,0,56.4958,0,0,0,1,7,1,,1,0,0,1,107.09319087473484,5.0
511,1,0,0,29.0,0,0,7.75,0,0,0,2,1,1,,0,1,0,1,73.82040687652861,5.0
512,0,0,0,28.778725066212363,0,0,8.05,0,0,0,2,1,1,,1,0,0,1,,
513,1,2,0,36.0,0,0,26.2875,0,0,0,1,1,1,4.0,1,0,0,1,123.95587164328414,5.0
514,1,2,1,54.0,1,0,59.4,3,1,1,1,1,1,,0,0,1,0,224.91613618795662,59.0
515,0,0,0,24.0,0,0,7.4958,0,0,0,2,1,0,,1,0,0,1,60.60942210834259,5.0
516,0,2,0,47.0,0,0,34.0208,0,0,0,1,1,1,3.0,1,0,0,1,172.21245735269133,5.0
517,1,1,1,34.0,0,0,10.5,3,0,0,1,1,0,5.0,1,0,0,1,93.18856081345683,5.0
518,0,0,0,31.512640273195615,0,0,24.15,0,0,0,1,3,1,,0,1,0,1,,
519,1,1,1,36.0,1,0,26.0,3,1,1,1,1,1,,1,0,0,0,123.62353936146526,41.0
520,0,0,0,32.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,81.82085366269274,5.0
521,1,2,1,30.0,0,0,93.5,2,0,0,1,2,0,1.0,1,0,0,1,137.7016964453413,5.0
